randomness parameter value;Pairing;Smooth;Slim
randomness parameter value;21;22;23
0.05;11.295882352941176;13.954901960784314;14.419999999999998
0.1;12.4409900990099;15.918217821782179;16.585049504950497
0.15000000000000002;13.17291390728477;16.937483443708608;17.81165562913907
0.2;13.344228855721392;18.057064676616914;19.06452736318408
0.25;14.197968127490043;18.27940239043825;19.3001593625498
0.30000000000000004;14.620564784053155;18.740531561461797;19.889568106312293
0.35000000000000003;14.793931623931623;19.161538461538463;20.429116809116813
0.4;14.86875311720698;19.73922693266833;21.09344139650873
0.45;14.973281596452328;20.13133037694013;21.526341463414635
0.5;15.278443113772456;20.33125748502994;21.79740518962076
0.55;15.462232304900184;20.587277676950997;22.080925589836664
0.6000000000000001;15.659317803660567;20.716805324459234;22.29154742096506
0.65;15.801643625192014;20.967019969278034;22.59758832565284
0.7000000000000001;15.792710413694719;21.266162624821686;22.9316119828816
0.75;15.977483355525965;21.410026631158456;23.131118508655124
0.8;16.029737827715355;21.599438202247192;23.351098626716606
0.8500000000000001;16.176839012925967;21.704183313748533;23.534324324324327
0.9;16.44336293007769;21.73238623751387;23.58506104328524
0.9500000000000001;16.198611987381707;22.20273396424816;24.07757097791798
1.0;16.352507492507492;22.283306693306695;24.203316683316682
